property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price,floor_number
 Industrial Land for Sale in Kim Surat,Built Area,900.0,Unknown,New Property,Unknown,Unknown,Unknown,389.0,3.5,5.0
1 BHK Apartment for Sale in suman shail vesu Surat,Carpet Area,550.0,Resale,Ready to Move,7 out of 14,Furnished,Unknown,4691.5,25.0,7.0
  Office Space for Sale in Jahangir Pura Surat,Super Area,250.0,Resale,Ready to Move,3 out of 5,Unknown,Unknown,8500.0,21.3,3.0
"1 BHK Apartment for Sale in akshardham appt , naryan nagar , Katargam Surat",Super Area,500.0,Resale,Ready to Move,2 out of 4,Unfurnished,Unknown,3400.0,17.0,2.0
"2 BHK  House for Sale in Gruham Royal Park, Olpad Sayan Road Surat",Carpet Area,900.0,Unfurnished,Ready to Move,Resale,"Pool, Garden/Park, Main Road",Gruham Royal Park,2273.0,25.0,5.0
2 BHK  House for Sale in allpar Surat,Super Area,900.0,Resale,Ready to Move,Ground out of 2,Unfurnished,Unknown,2056.0,18.5,2.0
"1 BHK  House for Sale in SATAR GAON, Surat Surat",Super Area,160.0,Resale,Ready to Move,Ground out of 1,Unfurnished,Unknown,5000.0,8.0,1.0
  Shop for Sale in Adajan Surat,Carpet Area,220.0,Resale,Ready to Move,Ground out of 10,Unknown,Unknown,6136.0,27.0,10.0
  Office Space for Sale in Surat City Surat,Carpet Area,350.0,Resale,Ready to Move,4 out of 4,Unknown,Unknown,7000.0,35.0,4.0
"3 BHK Apartment for Sale in AG Sentosa Enclave, Godadara Surat",Carpet Area,1100.0,Resale,Ready to Move,2 out of 5,Unfurnished,West,2977.0,38.1,2.0
  Office Space for Sale in Amroli Surat,Super Area,178.0,Resale,Ready to Move,1 out of 4,Unknown,Unknown,9551.0,17.0,1.0
2 BHK Builder Floor for Sale in Udhna Amrut Nagar Society Surat,Super Area,900.0,Resale,Ready to Move,4 out of 5,Semi-Furnished,Unknown,2556.0,23.0,4.0
2 BHK Apartment for Sale in Parimal park Surat,Super Area,910.0,Resale,Ready to Move,4 out of 4,Unfurnished,Unknown,2473.0,22.5,4.0
  Office Space for Sale in Anand Mahal Road Surat,Carpet Area,275.0,Resale,Ready to Move,3 out of 8,Unknown,Unknown,6002.0,25.5,3.0
"2 BHK Apartment for Sale in Palsana, Surat Surat",Super Area,1100.0,Resale,Ready to Move,2 out of 5,Furnished,Unknown,3364.0,37.0,2.0
"2 BHK Apartment for Sale in Adajan, Surat Surat",Super Area,1035.0,Resale,Ready to Move,5 out of 6,Semi-Furnished,Unknown,2802.0,29.0,5.0
"2 BHK Apartment for Sale in Rajhans Swapna, Sarthana Jakat Naka Surat",Super Area,1200.0,Resale,Ready to Move,6 out of 13,Semi-Furnished,Rajhans Swapna,3750.0,45.0,6.0
3 BHK  House for Sale in Sachin Surat,Super Area,1550.0,Resale,Ready to Move,1 out of 1,Semi-Furnished,3,3226.0,50.0,1.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1040.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,2404.0,25.0,4.0
2 BHK Apartment for Sale in kanakpur kansad Surat,Status,1251.0,Unfurnished,Ground out of 10,Resale,East,Garden/Park,4691.5,22.0,5.0
2 BHK Apartment for Sale in Sardar Complex behind Sarswati School Surat,Carpet Area,680.0,Resale,Ready to Move,4 out of 4,Semi-Furnished,North,2671.0,23.0,4.0
"1 BHK  House for Sale in Milinum park soc,dindoli Surat",Super Area,800.0,Unknown,Ready to Move,Resale,Unknown,Unknown,5000.0,40.0,5.0
2 BHK  House for Sale in shiv banglow olpad Surat,Carpet Area,20.0,Semi-Furnished,Ready to Move,Resale,East,Freehold,97222.0,35.0,5.0
1 BHK Apartment for Sale in Smc suman sagar Surat,Super Area,540.0,Resale,Ready to Move,8 out of 8,Furnished,Unknown,2872.0,15.5,8.0
2 BHK Apartment for Sale in Sukruti Apartment  Muktanand Nagar Surat,Super Area,1000.0,Resale,Ready to Move,3 out of 4,Furnished,Unknown,4000.0,40.0,3.0
  Plot/Land for Sale in Dihen Surat,Plot Area,1053.0,Yes,Freehold,Resale,Unknown,Unknown,1425.0,15.0,5.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Super Area,1218.0,Resale,Ready to Move,5 out of 5,Semi-Furnished,East,2956.0,36.0,5.0
"1 BHK Apartment for Sale in Panchtatva Residency, Mota Varachha Surat",Carpet Area,785.0,Resale,Ready to Move,Lower Basement out of 5,Furnished,Panchtatva Residency,4691.5,25.0,5.0
1 BHK Apartment for Sale in Pal Road Surat,Carpet Area,480.0,Resale,Ready to Move,8 out of 8,Semi-Furnished,North,2853.0,25.1,8.0
  Office Space for Sale in Pal Surat,Carpet Area,286.0,Resale,Ready to Move,3 out of 4,Unknown,Unknown,6381.0,36.5,3.0
  Plot/Land for Sale in Olpad Surat,Plot Area,648.0,No,Resale,2,Unknown,Unknown,1080.0,7.0,2.0
4 BHK  House for Sale in Bardoli Surat,Super Area,1000.0,Resale,Ready to Move,Ground out of 2,Unfurnished,Unknown,4200.0,42.0,2.0
  Shop for Sale in Rander Surat,Super Area,150.0,Resale,Ready to Move,Ground out of 6,Unknown,Unknown,10000.0,15.0,6.0
"2 BHK Apartment for Sale in Radhe Krishna Residency, Dindoli Surat",Carpet Area,1150.0,Resale,Ready to Move,3 out of 5,Unfurnished,South - East,2917.0,35.0,3.0
"2 BHK Apartment for Sale in Bhakti Shiv Dhara Residency, Mota Varachha Surat",Carpet Area,1024.0,Resale,Ready to Move,5 out of 5,Semi-Furnished,East,2344.0,24.0,5.0
2 BHK  House for Sale in Olpad Sayan Road Surat,Super Area,1319.0,Unfurnished,Ready to Move,Resale,Unknown,Unknown,2502.0,33.0,5.0
2 BHK  House for Sale in Udhana Surat,Super Area,800.0,Unfurnished,Ready to Move,Resale,Unknown,Unknown,5625.0,45.0,5.0
3 BHK Apartment for Sale in Amroli Surat,Super Area,1050.0,Resale,Ready to Move,1 out of 5,Semi-Furnished,3,4000.0,42.0,1.0
1 BHK Apartment for Sale in Vesu Surat,Super Area,500.0,Resale,Ready to Move,6 out of 8,Unfurnished,Unknown,3400.0,17.0,6.0
3 BHK  House for Sale in Masma Village Surat,Super Area,100.0,Semi-Furnished,Ready to Move,Resale,3,Unknown,5278.0,47.5,5.0
"1 BHK Apartment for Sale in Manvay Residency, Chalthan Surat",Carpet Area,311.0,Resale,Ready to Move,4 out of 5,Unfurnished,Manvay Residency,3111.0,14.0,4.0
"1 BHK Apartment for Sale in Aastha Bhakti Heights, Amroli Surat",Carpet Area,550.0,Resale,Ready to Move,8 out of 12,Unfurnished,East,2733.0,20.5,8.0
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,1011.0,Resale,Ready to Move,14 out of 14,Unfurnished,South,3250.0,37.9,14.0
2 BHK Apartment for Sale in Althan Surat,Super Area,1000.0,Resale,Ready to Move,3 out of 4,Semi-Furnished,Unknown,3500.0,35.0,3.0
1 BHK Apartment for Sale in Dholakiya garden Surat,Carpet Area,650.0,Resale,Ready to Move,2 out of 4,Unfurnished,North,2769.0,18.0,2.0
1 BHK Apartment for Sale in sumankala vesu surat Surat,Carpet Area,660.0,Resale,Ready to Move,2 out of 5,Furnished,Unknown,2857.0,20.0,2.0
  Plot/Land for Sale in Olpad Sayan Road Surat,Plot Area,873.0,No,Resale,3,Unknown,Unknown,1718.0,15.0,3.0
"2 BHK Apartment for Sale in Prayosha Shine, Dindoli Surat",Super Area,1120.0,Unfurnished,Poss. by Jun '24,New Property,"Garden/Park, Main Road",Prayosha Shine,2600.0,29.1,5.0
  Plot/Land for Sale in Pipodara Surat,Plot Area,18360.0,Unknown,Freehold,New Property,Unknown,Unknown,147.0,27.0,5.0
"1 BHK Apartment for Sale in Adeshwar Park Apartment , Athawa Lines Surat",Carpet Area,615.0,Resale,Ready to Move,3 out of 10,Furnished,Main Road,4691.5,20.0,3.0
  Plot/Land for Sale in Aastha bunglow Surat,Plot Area,800.0,4,Freehold,Resale,7 m,Yes,1562.0,12.5,5.0
"1 BHK Apartment for Sale in Omkar Residency, Palan Pur Patiya Surat",Super Area,730.0,Resale,Ready to Move,5 out of 5,Unfurnished,West,3151.0,23.0,5.0
2 BHK  House for Sale in Kim Surat,Carpet Area,300.0,Unfurnished,Ready to Move,Resale,Unknown,Unknown,2778.0,12.0,5.0
  Land for Sale in Narthan Surat,Built Area,145.0,Unknown,Resale,Unknown,Unknown,Unknown,8966.0,13.0,5.0
  Showroom for Sale in Vitotria hight Surat,Super Area,1150.0,1,Ground out of 2,Resale,Unknown,Unknown,113.0,1.3,5.0
  Shop for Sale in Katar Gam Surat,Super Area,256.0,Resale,Ready to Move,Ground out of 2,Unknown,Unknown,6250.0,16.0,2.0
2 BHK Apartment for Sale in Ankur heights Surat,Super Area,1207.0,Unknown,Ready to Move,Resale,Unknown,Unknown,3314.0,40.0,5.0
"2 BHK Apartment for Sale in Shyam enclave, Jahangirabad Surat",Super Area,1252.0,Resale,Ready to Move,9 out of 13,Semi-Furnished,Shyam enclave,3195.0,40.0,9.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,900.0,Resale,Ready to Move,Ground out of 3,Semi-Furnished,Unknown,3535.0,35.0,3.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,525.0,Resale,Ready to Move,3 out of 4,Furnished,Unknown,4800.0,30.0,3.0
"1 BHK Apartment for Sale in Swapna Villa 2 Phase 2, Kamrej Surat",Carpet Area,750.0,Resale,Ready to Move,1 out of 5,Semi-Furnished,Swapna Villa 2 Phase 2,3125.0,25.0,1.0
4 BHK  House for Sale in Pal Surat,Carpet Area,1450.0,Resale,Ready to Move,Ground out of 2,Unfurnished,East,2429.0,34.0,2.0
2 BHK Builder Floor for Sale in Sachin Surat,Super Area,732.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,1776.0,13.0,4.0
  Shop for Sale in Palanpur Jakatnaka Surat,Super Area,100.0,Resale,Ready to Move,Ground out of 4,Unknown,Unknown,20510.0,20.5,4.0
"2 BHK Apartment for Sale in Adajan, Surat Surat",Super Area,1100.0,Unknown,Ready to Move,Resale,Unknown,Unknown,4091.0,45.0,5.0
"3 BHK Apartment for Sale in Green City, Bhatha Surat",Carpet Area,1150.0,Resale,Ready to Move,1 out of 13,Unfurnished,Green City,3175.0,50.0,1.0
4 BHK  House for Sale in Maroli Surat,Super Area,1800.0,Unfurnished,Ready to Move,Resale,4,Unknown,2222.0,40.0,5.0
2 BHK Builder Floor for Sale in Varachha Surat,Super Area,670.0,Resale,Ready to Move,2 out of 4,Semi-Furnished,Unknown,2687.0,18.0,2.0
2 BHK Builder Floor for Sale in Vyara Surat,Super Area,918.0,Resale,Ready to Move,2 out of 5,Unfurnished,Unknown,2288.0,21.0,2.0
"2 BHK Apartment for Sale in Palanpur ,Canal road Surat",Carpet Area,1246.0,Semi-Furnished,Ready to Move,4 out of 12,Unknown,Unknown,4691.5,50.0,4.0
  Office Space for Sale in Pal Road Surat,Carpet Area,185.0,Resale,Ready to Move,4 out of 4,Unknown,Unknown,6216.0,23.0,4.0
"1 BHK Apartment for Sale in Nil Gagan Apartment, Athwa Gate Surat",Super Area,675.0,Resale,Ready to Move,2 out of 10,Semi-Furnished,East,3259.0,22.0,2.0
  Plot/Land for Sale in Masma Village Surat,Plot Area,721.0,4,Resale,2,30 m,No,1941.0,14.0,2.0
  Plot/Land for Sale in Velanja Surat,Plot Area,800.0,Yes,20 X 40,Resale,Unknown,Unknown,2500.0,20.0,5.0
1 BHK Villa for Sale in Kadodara Surat,Carpet Area,26.0,Unfurnished,Ready to Move,Resale,"Garden/Park, Main Road",Freehold,2555.0,11.0,5.0
3 BHK  House for Sale in HRP bungalows Surat,Carpet Area,67.0,Unfurnished,Ready to Move,Resale,North,Freehold,4691.5,24.0,5.0
1 BHK Apartment for Sale in Bhestan Surat,Super Area,450.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,3333.0,15.0,4.0
  Plot/Land for Sale in Olpad Surat,Plot Area,72.0,No,Resale,3,Unknown,Unknown,15278.0,11.0,3.0
2 BHK Builder Floor for Sale in Adajan Surat,Super Area,1050.0,Resale,Ready to Move,2 out of 5,Furnished,Unknown,3333.0,35.0,2.0
1 BHK  House for Sale in Masma Village Surat,Super Area,480.0,Resale,Ready to Move,Ground out of 1,Unfurnished,Unknown,3438.0,16.5,1.0
1 BHK Builder Floor for Sale in Katargam Surat,Super Area,700.0,Resale,Ready to Move,Ground out of 5,Semi-Furnished,Unknown,2143.0,15.0,5.0
"1 BHK Apartment for Sale in Abhava , devnandan residency, b-402 Surat",Super Area,840.0,Resale,Ready to Move,4 out of 4,Semi-Furnished,Unknown,2381.0,20.0,4.0
3 BHK  House for Sale in Kosamba Surat,Super Area,1250.0,Semi-Furnished,Ready to Move,Resale,3,Unknown,2480.0,31.0,5.0
  Plot/Land for Sale in Dundi Surat,Plot Area,700.0,1,Resale,Congo,No,Unknown,2143.0,15.0,5.0
2 BHK Builder Floor for Sale in Dindoli Surat,Super Area,800.0,Resale,Ready to Move,3 out of 5,Semi-Furnished,Unknown,2300.0,18.4,3.0
2 BHK Villa for Sale in Jahangir Pura Surat,Super Area,110.0,Unfurnished,Ready to Move,Resale,Unknown,Unknown,4040.0,40.0,5.0
"2 BHK Apartment for Sale in Shivalik, Dabholi Surat",Super Area,1020.0,Resale,Ready to Move,2 out of 4,Unfurnished,East,3285.0,33.5,2.0
3 BHK  House for Sale in Opp. Masma village Surat,Carpet Area,900.0,New Property,Ready to Move,1 out of 1,Unfurnished,East,5111.0,46.0,1.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1288.0,Resale,Ready to Move,10 out of 13,Furnished,Unknown,3106.0,40.0,10.0
4 BHK  House for Sale in Navagam Surat,Carpet Area,1260.0,Resale,Ready to Move,3 out of 3,Unfurnished,3,2032.0,32.0,3.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1175.0,Resale,Ready to Move,3 out of 5,Unfurnished,East,3234.0,38.0,3.0
2 BHK  House for Sale in Bhesan Surat,Super Area,840.0,Resale,Ready to Move,Ground out of 2,Unfurnished,Unknown,2976.0,25.0,2.0
3 BHK Builder Floor for Sale in Adajan Surat,Super Area,1200.0,Resale,Ready to Move,2 out of 4,Furnished,Unknown,3750.0,45.0,2.0
2 BHK Apartment for Sale in Majura Gate Surat,Super Area,1100.0,Resale,Ready to Move,6 out of 11,Semi-Furnished,Unknown,4364.0,48.0,6.0
"2 BHK Apartment for Sale in Neelkanth Residency, Palanpur Gam Surat",Carpet Area,775.0,Resale,Ready to Move,3 out of 4,Unfurnished,East,3759.0,45.0,3.0
  Plot/Land for Sale in Kosamba Surat,Plot Area,1857.0,Yes,Resale,2,Unknown,Unknown,781.0,14.5,2.0
2 BHK Apartment for Sale in Katargam Surat,Super Area,960.0,Resale,Ready to Move,4 out of 5,Furnished,Unknown,3385.0,32.5,4.0
2 BHK  House for Sale in Dindoli Surat,Carpet Area,592.0,Resale,Ready to Move,1 out of 1,Unfurnished,West,7601.0,45.0,1.0
"2 BHK Apartment for Sale in Stuti Empress, Palan Pur Patiya Surat",Carpet Area,1100.0,Resale,Ready to Move,11 out of 12,Unfurnished,East,3205.0,40.0,11.0
"2 BHK Apartment for Sale in Rajhans Apple, Palanpur Gam Surat",Super Area,1150.0,Resale,Ready to Move,1 out of 5,Semi-Furnished,Rajhans Apple,3565.0,41.0,1.0
2 BHK  House for Sale in VR GROUP Surat,Carpet Area,480.0,Unfurnished,Ready to Move,Resale,Unknown,Unknown,6773.0,32.5,5.0
"3 BHK  House for Sale in Raj Abhishek City Homes, Sachin Surat",Carpet Area,78.0,Resale,Ready to Move,2 out of 3,Semi-Furnished,Raj Abhishek City Homes,3466.0,50.0,2.0
1 BHK Builder Floor for Sale in Umra Surat,Super Area,460.0,Resale,Ready to Move,1 out of 4,Unfurnished,East,3087.0,14.2,1.0
2 BHK  House for Sale in Dindoli Surat,Super Area,18.0,Resale,Ready to Move,Ground out of 1,Unfurnished,Freehold,194444.0,35.0,1.0
1 BHK Builder Floor for Sale in Bardoli Surat,Super Area,650.0,Resale,Ready to Move,2 out of 5,Unfurnished,Unknown,1923.0,12.5,2.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Super Area,1275.0,Resale,Ready to Move,1 out of 5,Unfurnished,Unknown,3529.0,45.0,1.0
3 BHK Apartment for Sale in Adajan Surat,Super Area,1540.0,Resale,Ready to Move,3 out of 5,Furnished,Unknown,2922.0,45.0,3.0
1 BHK Builder Floor for Sale in Punagam Surat,Super Area,400.0,Resale,Ready to Move,3 out of 5,Furnished,Unknown,3250.0,13.0,3.0
"  Shop for Sale in Abhishek Arcade, Chikuwadi Surat",Carpet Area,292.0,Resale,Ready to Move,1 out of 5,Unknown,Unknown,8562.0,25.0,1.0
  Shop for Sale in Sagrampura Surat,Carpet Area,100.0,Resale,Ready to Move,Ground out of 1,Unknown,Unknown,35000.0,35.0,1.0
  Plot/Land for Sale in Sheraton Villa Surat,Plot Area,990.0,Unknown,Resale,Unknown,Unknown,Unknown,2424.0,24.0,5.0
2 BHK Apartment for Sale in Amroli Surat,Carpet Area,900.0,Resale,Ready to Move,5 out of 5,Semi-Furnished,East,2637.0,27.0,5.0
3 BHK Apartment for Sale in Amroli Surat,Super Area,1527.0,Resale,Ready to Move,6 out of 10,Unfurnished,1 Covered,2947.0,45.0,6.0
1 BHK Apartment for Sale in Athwa Gate Surat,Super Area,620.0,Resale,Ready to Move,10 out of 11,Semi-Furnished,Unknown,3226.0,20.0,10.0
2 BHK Apartment for Sale in Amroli Surat,Super Area,950.0,Resale,Ready to Move,1 out of 5,Unfurnished,Unknown,3158.0,30.0,1.0
2 BHK Apartment for Sale in Katargam Surat,Super Area,950.0,Resale,Ready to Move,2 out of 5,Furnished,Unknown,3158.0,30.0,2.0
"2 BHK Apartment for Sale in Sai Residency, Kamrej Surat",Super Area,1156.0,Resale,Ready to Move,3 out of 6,Unfurnished,Sai Residency,4325.0,50.0,3.0
  Shop for Sale in Rander Road Surat,Super Area,260.0,Resale,Ready to Move,Ground out of 11,Unknown,Unknown,5577.0,14.5,11.0
  Office Space for Sale in Pal Surat,Carpet Area,226.0,Resale,Ready to Move,2 out of 5,Unknown,Unknown,7675.0,35.0,2.0
1 BHK  House for Sale in Kadodara Surat,Super Area,432.0,Unfurnished,Ready to Move,Resale,Unknown,Unknown,3266.0,14.1,5.0
"2 BHK Apartment for Sale in Anjani Enclave, Dahin Nagar Surat",Super Area,1075.0,Resale,Ready to Move,1 out of 5,Semi-Furnished,Anjani Enclave,2791.0,30.0,1.0
  Plot/Land for Sale in Kim Surat,Plot Area,40.0,Unknown,Resale,No,Unknown,Unknown,55000.0,22.0,5.0
2 BHK Apartment for Sale in Gardenview complex honeypark Road adajan Surat,Carpet Area,1190.0,Semi-Furnished,Ready to Move,7 out of 7,Unknown,Unknown,4691.5,40.0,7.0
3 BHK Apartment for Sale in Bhagal Surat,Carpet Area,1150.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,2348.0,27.0,4.0
  Shop for Sale in Palanpur Gam Surat,Carpet Area,150.0,Resale,Ready to Move,1 out of 7,Unknown,Unknown,8667.0,26.0,1.0
2 BHK Builder Floor for Sale in Sonifaliya Surat,Super Area,1200.0,Resale,Ready to Move,2 out of 4,Semi-Furnished,Unknown,2583.0,31.0,2.0
2 BHK Apartment for Sale in Majura Gate Surat,Super Area,1180.0,New Property,Ready to Move,8 out of 8,Furnished,Main Road,3814.0,45.0,8.0
"2 BHK Apartment for Sale in Shakuntal Complex, Adajan Surat",Super Area,1021.0,Resale,Ready to Move,7 out of 8,Unfurnished,Shakuntal Complex,3918.0,40.0,7.0
2 BHK Builder Floor for Sale in Bhatar Road Surat,Super Area,1150.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,2609.0,30.0,4.0
 Industrial Land for Sale in Kim Surat,Built Area,1540.0,Unknown,Resale,Unknown,Unknown,Unknown,714.0,11.0,5.0
2 BHK  House for Sale in Dindoli Surat,Carpet Area,432.0,Resale,Ready to Move,1 out of 1,Unfurnished,3,4691.5,32.5,1.0
2 BHK  House for Sale in Pandesara Surat,Carpet Area,770.0,Unfurnished,Ready to Move,Resale,Main Road,Unknown,6494.0,50.0,5.0
"  Shop for Sale in Puspa Raj Harmony, Palanpur Gam Surat",Carpet Area,152.0,Resale,Ready to Move,1 out of 4,Unknown,Unknown,7895.0,24.0,1.0
  Plot/Land for Sale in Dandi Road Surat,Plot Area,981.0,New Property,16.4 X 60,Freehold,3,Unknown,1631.0,16.0,5.0
2 BHK Apartment for Sale in RUDRAKSHA PALACE Surat,Super Area,1200.0,Resale,Ready to Move,2 out of 4,Semi-Furnished,Main Road,2492.0,29.9,2.0
1 BHK Apartment for Sale in Adajan Surat,Super Area,550.0,Resale,Ready to Move,3 out of 4,Unfurnished,South -West,2545.0,14.0,3.0
2 BHK Apartment for Sale in Choryasi Surat,Super Area,1300.0,Resale,Ready to Move,1 out of 12,Semi-Furnished,1 Covered,3077.0,40.0,1.0
"2 BHK Apartment for Sale in Happy Elegance, Vesu Surat",Super Area,1209.0,Resale,Ready to Move,8 out of 13,Unfurnished,North - East,3739.0,45.2,8.0
  Office Space for Sale in Nathubhai Towers Surat,Carpet Area,600.0,Resale,Ready to Move,4 out of 6,Unknown,Unknown,3429.0,24.0,4.0
1 BHK Apartment for Sale in Parley Point Surat,Super Area,720.0,Resale,Ready to Move,7 out of 8,Furnished,Unknown,4861.0,35.0,7.0
2 BHK Builder Floor for Sale in Haripura Surat,Super Area,650.0,Resale,Ready to Move,4 out of 4,Semi-Furnished,2 Covered,3538.0,23.0,4.0
"2 BHK Apartment for Sale in jt stuti highland, Palanpur Surat",Super Area,1180.0,Resale,Ready to Move,5 out of 14,Semi-Furnished,Unknown,3178.0,37.5,5.0
"2 BHK Apartment for Sale in shraddha flats, Pal road, Surat Surat",Carpet Area,750.0,Resale,Ready to Move,3 out of 5,Semi-Furnished,Unknown,3750.0,42.0,3.0
1 BHK Apartment for Sale in Adajan Surat,Super Area,616.0,Resale,Ready to Move,1 out of 4,Unfurnished,West,3247.0,20.0,1.0
1 BHK Apartment for Sale in Kim Surat,Carpet Area,364.0,Resale,Ready to Move,Upper Basement out of 5,Unfurnished,Unknown,4691.5,11.0,5.0
"  Office Space for Sale in Shiv Shrungal Solitaire, Shrungal Solitaire, Vip Road, Surat Surat",Super Area,312.0,Resale,Ready to Move,1 out of 2,Unknown,Unknown,10256.0,32.0,1.0
"2 BHK Apartment for Sale in Galaxy Imperia, Palan Pur Patiya Surat",Super Area,1050.0,Resale,Ready to Move,6 out of 12,Furnished,Galaxy Imperia,3810.0,40.0,6.0
"2 BHK Apartment for Sale in Suryarath Apartment, Adajan Patiya Surat",Carpet Area,1200.0,Resale,Ready to Move,6 out of 11,Furnished,West,3750.0,45.0,6.0
2 BHK Builder Floor for Sale in Majura Gate Surat,Super Area,750.0,Resale,Ready to Move,1 out of 4,Unfurnished,Unknown,3333.0,25.0,1.0
2 BHK Apartment for Sale in Gujrati Surat,Carpet Area,600.0,Resale,Ready to Move,1 out of 5,Semi-Furnished,Unknown,3487.0,37.0,1.0
"1 BHK Apartment for Sale in Tapi River Scape, Bhaktinandan Society Surat",Carpet Area,300.0,Resale,Ready to Move,3 out of 4,Semi-Furnished,South,2600.0,13.0,3.0
1 BHK Apartment for Sale in Velanja Surat,Super Area,450.0,Resale,Ready to Move,4 out of 5,Unfurnished,Unknown,2444.0,11.0,4.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,690.0,Resale,Ready to Move,5 out of 10,Furnished,East,4691.5,34.0,5.0
  Shop for Sale in Pal Surat,Carpet Area,183.0,Resale,Ready to Move,1 out of 4,Unknown,Unknown,11141.0,41.0,1.0
1 BHK Builder Floor for Sale in Rander Road Surat,Super Area,450.0,Resale,Ready to Move,2 out of 5,Unfurnished,Unknown,3333.0,15.0,2.0
